Hora;Mes;Hidraul;Eolica;Demanda;Ciclocomb;Cogener;Nuclear;Carbon;Clases
11;8;3882.2;1704.1;24178;2251.2;3353.5;6966.1;6671.8;1
12;8;4113.4;1820.8;25346.1;2291.2;3347.4;6964.1;6704;1
13;8;4043.5;1955.6;25526.3;2291.2;3336.9;6962.1;6717;1
14;8;3717.5;2254.5;26032.2;2291.2;3349.2;6959.1;6717;1
15;8;3667.4;2570.3;26018.6;2291.2;3350.2;6957.1;6717;1
16;8;3537;2979.9;25837.1;2251.2;3355.7;6958.1;6717;1
17;8;3717.1;3460;25463.7;2251.2;3360.9;6955.1;6714.8;1
18;8;3665.8;3832.5;24770.9;2179.2;3369.4;6940.1;6654.8;1
19;8;3703.8;4167.3;24127.3;2179.2;3386.7;6942.1;6654.8;1
20;8;3761.5;4508;23508.8;2179.2;3362.9;6940.1;6597;1
21;8;3979.5;4600.1;24392;2219.2;3390;6941.1;6597;1
22;8;3568.6;4666.1;23772.9;2179.2;3393.4;6946.1;6597;1
23;8;2996.7;4210.7;21340.4;1464.2;3389.6;6953.1;6612.6;1
0;8;2980;3671.3;20600.5;1083.2;3310.3;6951.3;6332;1
1;8;1729.5;3285.8;19461.7;1023.2;3273.2;6954.3;6069.5;1
2;8;1129.6;3170.3;18466.4;988.2;3274.1;6954.3;5818.4;1
3;8;1047.8;3138.9;17745.2;1038.2;3292;6954.3;5237.5;1
4;8;1050.7;2881.4;17349.5;1038.2;3287.2;6955.3;5180.5;1
5;8;1050;2702.2;17061.7;988.2;3292.3;6956.3;5237.5;1
6;8;2846.7;2628.2;17785.5;968.2;3311.6;6958.3;6296.5;1
7;8;3657.8;2652;19293.5;918.2;3411.5;6958.3;6332;1
8;8;4264.5;2341.9;20705.4;1331.2;3464.4;6959.3;6282;1
9;8;4499.2;2159.6;22070.3;1331.2;3430.4;6965.3;6282;1
10;8;4534.1;1971.8;23259.3;1331.2;3412.1;6966.3;6286.5;1
11;8;4600.2;1883.8;23933.2;1381.2;3426.8;6965.3;6332;1
12;8;4344.4;1729.5;23637.1;1381.2;3418.3;6965.3;6332;1
13;8;3966.8;1810.4;25265.4;1331.2;3400.8;6958.3;6332;1
14;8;3813.1;2117.7;25426.3;1331.2;3407.5;6958.3;6332;1
15;8;3528.9;2464.1;25182.1;1331.2;3401.8;6957.3;6302;1
16;8;3464.6;3110.6;24382.1;1331.2;3402.4;6956.3;6332;1
17;8;3459.2;3804.3;24751.7;1331.2;3382.1;6956.3;6332;1
18;8;3598.1;4305.1;25081.5;1474.2;3390.9;6957.3;6287.7;1
19;8;3597;4780.6;24612.9;1474.2;3391.9;6953.3;6295.6;1
20;8;3737.5;5366.3;24142.7;1660.5;3395;6941.3;6296.9;1
21;8;3995.8;5828.7;25014.8;1645.6;3404.4;6944.3;6332;1
22;8;3606.3;6051.9;23559.1;1475.6;3413.5;6947.3;6332;1
23;8;2153.4;5943.3;21398.8;1429.2;3336.7;6949.3;6095.5;1
0;8;1053.1;5380.7;20084.5;1121.2;3192.1;6948;5498;1
1;8;986.3;5133.3;18595.6;896.2;3105.9;6951;5088.6;1
2;8;932.4;5030.1;17631.1;896.2;3085.2;6950;4501.1;0
3;8;935.5;4950.3;16899.9;896.2;3129;6951;3799;0
4;8;948.1;4799.6;16366.8;896.2;3129.3;6952;3431;0
5;8;956;4922;16558.1;1021.2;3126.4;6952;3398.1;0
6;8;1095.3;4915.5;17045.6;1086.2;3190.1;6955;4491.9;1
7;8;1625.8;5276;18228.4;1081.2;3420.9;6956;4977;1
8;8;2129.8;5252.6;20656.8;1524.2;3476;6956;5162;1
9;8;2736.5;4940.1;21881.9;1474.2;3470.1;6962;5162;1
10;8;2551.5;4606;22390.4;1474.2;3456.8;6961;5162;1
11;8;2452.3;4309.2;23192.5;1331.2;3446.3;6960;5162;1
12;8;2092.1;4016.9;24169.2;1331.2;3431.6;6959;5162;1
13;8;2092.3;4046.9;25127;1331.2;3438.1;6955;5162;1
14;8;1986.5;4290;25040.9;1331.2;3430.5;6955;5162;1
15;8;1824.9;4547.7;24472.1;1331.2;3399.6;6953;5112;1
16;8;1540.3;4931;24159.8;1211.1;3381.3;6953;5112;1
17;8;1925.2;5141.8;23743.9;1101.2;3378.3;6953;5032.5;1
18;8;2130.9;5746;22880.4;1190.6;3431.1;6954;4903.9;1
19;8;2744.7;6486.8;23728.7;1524.2;3475.6;6950;4977;1
20;8;2675.8;6873.7;22576.8;1695.6;3475.7;6939;4977;1
21;8;2667.3;6852.8;22312.6;1613.1;3436.6;6941;5112;1
22;8;2294.5;7070.5;21650.1;1410.6;3412.1;6943;5112;1
23;8;1236.1;6821.8;21188.2;1239.2;3311.9;6945;4927;1
0;8;1022.2;6183.3;19647.3;1336.2;3084.8;6952.1;3073;1
1;8;1025.2;5929.2;18571.5;1336.2;3058.7;6953.1;2646;1
2;8;1001.3;5688;17358.9;1336.2;3021.9;6954.1;2350;1
3;8;910.8;5396.7;16599.3;1336.2;2959.9;6953.1;2033;0
4;8;919.4;5110.8;16015.6;1336.2;2944.3;6954.1;1723;0
5;8;927.9;4915.3;15601.8;1336.2;2931.7;6955.1;1723;0
6;8;939.6;4484.3;15639.2;1336.2;2818.9;6957.1;2070.7;0
7;8;1406.4;4394.1;15736.5;1336.2;2832.7;6957.1;1938;0
8;8;1652.7;4287.9;16244.4;1181.2;2776.8;6958.1;2248;0
9;8;1795.2;4072.2;18014.9;906.2;2982.5;6962.1;2506.4;1
10;8;1881.4;3670.7;19723.4;906.2;2974.3;6960.1;2456.7;1
11;8;1998.4;3484.4;20804.2;906.2;2962.9;6958.1;2792;1
12;8;2090.9;3666.6;21073;906.2;2961.8;6958.1;2692;1
13;8;1473.4;4089.9;22158.9;906.2;2895.3;6953.1;2742;1
14;8;1343;4497.7;22564;906.2;2960.9;6953.1;2842;1
15;8;1103.6;4834.3;22191.7;906.2;2840.1;6953.1;2742;1
16;8;1061.8;5166.9;21916.6;906.2;2841.6;6953.1;2647.3;1
17;8;1070.3;5744.4;21771.3;906.2;2958.4;6954.1;2248;0
18;8;1244.2;6117.8;20470.4;906.2;2842.4;6955.1;2850;1
19;8;1516.5;6831.7;20329;1049.2;3006.8;6952.1;2850;1
20;8;2040.5;7184.6;20501.7;1049.2;3184.7;6940.1;2850;1
21;8;2539.5;7154.4;21090.6;1049.2;3200.9;6944.1;2420;1
22;8;1866.4;7026.5;20341.8;1049.2;3187.7;6946.1;2420;1
23;8;1747;6880.8;19319;1049.2;3086.5;6949.1;2420;1
0;8;824.4;5678.5;18277.3;1479.2;3027.7;6951.9;2601;1
1;8;729;5163.9;16842.4;1479.2;2889.3;6949.9;2302.2;1
2;8;715.5;4742.6;15923.5;1336.2;2892.5;6952.9;2144;1
3;8;756.1;4383.9;14965.6;1058.2;2933.1;6953.9;1882.9;1
4;8;766;4030.9;14469.5;1058.2;2919.3;6953.9;1773;0
5;8;765.9;3580.4;14151.5;1058.2;2912.2;6953.9;1860;0
6;8;778.7;3164.1;14110.2;1058.2;2977.8;6956.9;2034.9;1
7;8;846.2;2790.8;13786;1058.2;2998.2;6957.9;1911.4;1
8;8;1073.5;2407.8;14226.7;903.2;2962;6958.9;2089;1
9;8;1098;1993.2;15208.5;903.2;2951.2;6961.9;2282;1
10;8;1182.4;1751.4;16562.3;463.2;3056;6960.9;2369.9;1
11;8;1166.4;1732.7;17680;463.2;3044.3;6958.9;2592.5;1
12;8;1615;1843.8;18659.2;463.2;3040.5;6958.9;2684;1
13;8;1764.8;2048.5;19274.2;463.2;3013;6952.9;2706.5;1
14;8;2070.2;2320.3;19935.9;463.2;3014.2;6950.9;2697.8;1
15;8;1458.3;2651.5;19586.4;463.2;3030;6950.9;2684;1
16;8;1019.7;2866.3;18931.1;463.2;3025.7;6951.9;2565.6;1
17;8;1084.5;2927.9;18378.5;463.2;3010.7;6950.9;2381.9;1
18;8;1335.6;2992.5;17991;463.2;3018.4;6950.9;2323.1;1
19;8;2846.6;3225.1;17348.8;606.2;3123.3;6947.9;2627;1
20;8;3238.7;3507.8;17503.2;606.2;3132.7;6934.9;2627;1
21;8;3736.3;3594.4;19114.5;758.9;3148.5;6941.9;2627;1
22;8;3766.5;3794.2;19245.1;758.9;3161.4;6942.9;2627;1
23;8;3389.4;3813.1;18446.5;758.9;3138.1;6946.9;2627;1
0;8;1859.4;3630.7;18486.9;1053.2;3108;6950.5;4536.1;1
1;8;943.4;3805.1;17386.7;1053.2;3197.1;6949.5;4251.7;1
2;8;881.2;3769.1;16627.4;1053.2;3193.4;6952.5;3738.1;1
3;8;841.3;3936.6;16269.8;888.2;3187.9;6952.5;3535.2;0
4;8;844;3859.7;16110.4;888.2;3189.2;6954.5;3595.4;0
5;8;859.2;3784.1;16207.9;888.2;3196.4;6953.5;3832;0
6;8;1071.3;3821.2;17110.4;888.2;3257.9;6956.5;4369.4;1
7;8;1414.6;3679;18628.6;888.2;3398.2;6957.5;5197.5;1
8;8;2308.6;3686;20414.9;783.2;3500.8;6959.5;5715;1
9;8;2729.3;3471.3;22641.3;783.2;3498.4;6961.5;5802;1
10;8;2958.7;3211.9;23883;783.2;3480.3;6961.5;5775.2;1
11;8;3293.6;3258.5;24594.5;783.2;3479.5;6958.5;5802;1
12;8;3306;3524.4;25385.5;783.2;3470.3;6957.5;5802;1
13;8;3287.8;3726.5;26164.7;783.2;3459.2;6950.5;5802;1
14;8;3095.1;3983.9;26119;783.2;3449.3;6951.5;5802;1
15;8;2916.8;4337.2;25712.7;783.2;3442.4;6952.5;5802;1
16;8;2860.9;4640.8;25225.5;783.2;3443.2;6951.5;5802;1
17;8;3031.4;5021;24913.8;783.2;3467.1;6951.5;5802;1
18;8;3566.5;5446.3;24934.9;783.2;3470.2;6951.5;5802;1
19;8;3745.4;5912.2;25428.5;1061.2;3442.5;6948.5;5748.8;1
20;8;3844;6348.1;25231.3;1061.2;3459.7;6935.5;5802;1
21;8;3890.7;6756.5;25643.4;1061.2;3513.8;6941.5;5842;1
22;8;3719.2;6795.7;24579.3;891.2;3522.1;6941.5;5802;1
23;8;2619.5;6411.3;21669;891.2;3405.5;6944.5;5759;1
0;8;1551.5;5362.8;20505.9;606.2;3368.9;6961.2;6023.1;1
1;8;939.8;5343.1;19286.6;456.2;3350.9;6961.2;5505.8;1
2;8;896;5539.9;18374.5;456.2;3342.3;6962.2;4677.3;1
3;8;948.2;5540.5;17775.6;291.2;3331.9;6963.2;4073.8;0
4;8;922.1;5375.7;17356.7;291.2;3323.5;6965.2;3904.5;0
5;8;939;5223.9;17327.7;291.2;3328.2;6964.2;4006.7;0
6;8;1164;4959.4;18223.3;448.2;3337.3;6964.2;5638.6;1
7;8;2712.2;4963.8;21111.2;1061.2;3352.1;6966.2;5907;1
8;8;3463.6;4791;22295.7;1061.2;3438.1;6966.2;5907;1
9;8;3934;4437.8;24027.5;1061.2;3475.6;6961.2;6012;1
10;8;4106.3;4354.9;25312.4;1061.2;3445.4;6959.2;6012;1
11;8;3929.9;4922.6;26190.8;1061.2;3410.4;6956.2;5907;1
12;8;3459.8;5742.4;26500.4;1061.2;3396.9;6960.2;5907;1
13;8;2879.4;6528.8;26989.4;1061.2;3399.2;6961.2;5762;1
14;8;2758.5;7103.1;26918.5;1061.2;3407.8;6965.2;5815.6;1
15;8;2267.5;7243.2;26444.1;1061.2;3399;6965.2;5762;1
16;8;3003.4;7176;27229;1061.2;3396.9;6965.2;6012;1
17;8;3161.9;6770;26733;1204.2;3384;6965.2;5907;1
18;8;2766.1;6272.2;25810.8;1635.2;3407.3;6967.2;5907;1
19;8;3108.3;5743.2;25095.4;1635.2;3405.8;6969.2;5907;1
20;8;3687.1;5117.8;24870;1635.2;3430.4;6969.2;5907;1
21;8;4232.6;4553.6;24928.2;1635.2;3471.5;6970.2;6012;1
22;8;3842.7;3960.7;23021;1300.2;3452.3;6964.2;5917.1;1
23;8;2622;3326.9;21657.8;1155.2;3372.1;6961.2;5922.2;1
0;8;2399.4;3291.4;21098.2;1006.2;3237.1;6958.4;6272;1
1;8;2042.3;2840.6;19679.9;876.2;3222.6;6956.4;6181.4;1
2;8;1623.3;2549.8;18663.9;763.2;3327.1;6961.4;6111;1
3;8;1449.5;2389.2;18050.3;628.2;3314.2;6962.4;6015.5;1
4;8;1009.7;2301.1;17630.5;628.2;3313.4;6964.4;6015.5;1
5;8;1014.3;2316.5;17696.7;628.2;3316.2;6965.4;6015.5;1
6;8;1798.4;2407.9;18918.9;766.2;3343.3;6965.4;6111;1
7;8;2953.4;2432.6;20285.6;1526.2;3335.8;6967.4;6300.8;1
8;8;3804.2;2584.3;22752.3;1676.2;3533.5;6971.4;6342;1
9;8;4329.4;2493.6;24204.7;1708.2;3524.3;6970.4;6342;1
10;8;4373.2;2427;26147.5;1858.2;3495.7;6974.4;6342;1
11;8;4385.5;2273.2;27130.6;2008.2;3481.7;6973.4;6342;1
12;8;4146.2;2209.7;27069.8;2008.2;3484.6;6971.4;6342;1
13;8;4139.2;2262.2;27390.3;2008.2;3457.6;6968.4;6342;1
14;8;4096.2;2552.4;26950.4;2008.2;3439.5;6968.4;6342;1
15;8;3590.4;2992.3;26669.5;2008.2;3452.1;6960.4;6342;1
16;8;3715;3716.9;26898.4;2008.2;3431.5;6960.4;6342;1
17;8;3471.8;4353.2;26671.2;2008.2;3435.3;6960.4;6334.6;1
18;8;3702.8;5111.9;27525.6;2151.2;3462;6960.4;6342;1
19;8;3416.8;5674.7;26820.5;2241.5;3415.8;6972.4;6197;1
20;8;3294.4;6319.8;26728.9;2437.2;3479;6970.4;6302;1
21;8;3107.3;6527.6;25630.4;2228.5;3439;6969.4;6197;1
22;8;2610.5;6602.5;24650.3;2032.9;3318.2;6963.4;6167;1
23;8;1100.6;6702.1;23007.9;1760.9;3302.4;6960.4;5827.1;1
0;8;1112.3;5916.2;21293.6;886.2;3167.8;6948.6;5420.5;1
1;8;737.1;5599.5;19435;886.2;3255.6;6946.6;4609.6;1
2;8;786.3;5315.1;18670.6;773.2;3320.9;6947.6;4211.1;1
3;8;795.2;4997.8;18177.2;773.2;3295.4;6950.6;3846.5;0
4;8;786.5;4710.8;17875;773.2;3286.9;6950.6;3810;0
5;8;868.8;4566;17853.2;773.2;3285.4;6952.6;3948.8;0
6;8;1000.3;4422.3;18487.9;798.2;3326.8;6952.6;5093.5;1
7;8;2770.6;4300.8;20894.9;1276.2;3306.4;6963.6;5717;1
8;8;3580.4;4086.7;22895.1;1276.2;3483.9;6963.6;5747;1
9;8;4185.9;3831.9;24188.6;1276.2;3492.4;6961.6;5787;1
10;8;4193.3;3393.5;25403.4;1276.2;3477;6961.6;5747;1
11;8;4237;3309.6;25766.6;1276.2;3495.8;6955.6;5787;1
12;8;4016.3;3123.5;25716.2;1276.2;3486.8;6953.6;5787;1
13;8;3998.2;3027.8;26090.2;1276.2;3498.7;6950.6;5787;1
14;8;3677.2;3102.9;25976.4;1276.2;3495.1;6951.6;5787;1
15;8;3530;3447.3;25472.6;1276.2;3499.2;6952.6;5787;1
16;8;3586.3;3864.5;25279.4;1276.2;3478.7;6955.6;5787;1
17;8;3635.5;4325.5;25120.3;1276.2;3491.2;6955.6;5787;1
18;8;3565.8;5000.2;25396.5;1276.2;3557.7;6956.6;5787;1
19;8;3605.4;5706.7;25688.1;1427.2;3547.6;6961.6;5747;1
20;8;3443.3;6461.9;25121.6;1598.6;3533;6963.6;5747;1
21;8;3341.4;7167.5;24848.5;1598.6;3527.5;6965.6;5747;1
22;8;3036.4;7566.6;24134.5;1428.6;3530;6965.6;5747;1
23;8;1755.4;7563.3;22129.2;1106.2;3448.7;6963.6;5420.5;1
0;8;923.6;7107.8;21281;628.2;3260.9;6935.4;5142.1;1
1;8;653.9;6728.4;20096.7;628.2;3289.6;6935.4;4654;1
2;8;802.2;6345.7;19043;628.2;3366;6936.4;4045.5;0
3;8;822.2;5889.1;18195.9;628.2;3384;6938.4;3731.7;0
4;8;846.8;5484.9;17559.5;628.2;3389.2;6936.4;3532.8;0
5;8;850.8;5228.2;17656.2;628.2;3393.7;6941.4;3787.2;0
6;8;946.2;5018.1;18720.2;588.2;3424.6;6942.4;5093.5;1
7;8;2995.3;5004.5;21115.4;961.2;3503.8;6959.4;5747;1
8;8;3665;4626.1;22430.8;1091.2;3567.7;6960.4;5747;1
9;8;4087.4;4277.9;23935.8;1091.2;3562;6951.4;5747;1
10;8;4067.4;3893.7;24235.8;1091.2;3548.3;6943.4;5747;1
11;8;4129.2;3854.4;25397.1;1091.2;3524.9;6938.4;5787;1
12;8;3703.2;3728.2;26225.8;1091.2;3488.5;6944.4;5787;1
13;8;3570.3;3729.2;27031.9;1091.2;3472.9;6937.4;5787;1
14;8;3416.6;3931.2;27264.7;1091.2;3476.7;6936.4;5787;1
15;8;3332.4;4207;26843.9;1091.2;3469.3;6935.4;5757;1
16;8;3025.7;4603.2;26397.4;1091.2;3358.8;6932.4;5717;1
17;8;2857;5238.6;25868.1;1091.2;3378.6;6928.4;5717;1
18;8;3744.2;5919.9;24917;1091.2;3481.7;6934.4;5747;1
19;8;3766.8;6590.8;25035.9;1204.2;3441.4;6941.4;5747;1
20;8;3896.2;7275.4;25111.5;1204.2;3489.9;6946.4;5747;1
21;8;3704.6;7775.1;25073.5;1074.2;3466.1;6948.4;5747;1
22;8;2714.6;8000;23922.4;1074.2;3438.6;6945.4;5717;1
23;8;1700.4;7950.7;22832.8;884.2;3326.3;6939.4;5420.5;1
0;9;1349.7;7939.7;20989.2;463.2;3335.3;6967.1;3706;1
1;9;1064;7680;19993.9;463.2;3248.1;6967.1;3436.5;1
2;9;1003.1;7296.6;18747.9;463.2;3236.8;6968.1;2771.3;0
3;9;1050;6814.4;17590.2;463.2;3247.4;6970.1;2346;0
4;9;1032.6;6402.3;16643.1;463.2;3245.9;6968.1;1890;0
5;9;1051.3;6042.6;16270.6;463.2;3236.7;6973.1;1890;0
6;9;1093.7;5761.8;16102;298.2;3266.7;6974.1;1890;0
7;9;1183.8;5713.2;16555.4;298.2;3189.7;6991.1;1985.1;0
8;9;1228.1;5235.9;17274.6;653.2;3165.5;6992.1;2848.6;1
9;9;1299.2;4750.4;18574.7;653.2;3248.1;6983.1;3407;1
10;9;1363.5;4316.9;20294.7;653.2;3170.7;6975.1;3379.5;1
11;9;1343;4099.1;21615.8;653.2;3170.2;6970.1;3379.5;1
12;9;1500.5;3964.6;21992.1;653.2;3005.8;6976.1;3379.5;1
13;9;1584.5;3926.8;22138.8;653.2;3017.6;6969.1;3457;1
14;9;1517.4;3982.4;22368.9;653.2;3053.7;6968.1;3457;1
15;9;1197.4;4077.3;22197.3;653.2;3039.9;6967.1;3457;1
16;9;1201.9;4367.1;21892.3;653.2;3023.1;6964.1;3279.5;1
17;9;1200.9;4600.8;21576.1;653.2;3022.2;6960.1;3329.5;1
18;9;2071.4;5143.5;20218.6;653.2;3148;6966.1;3407;1
19;9;2409.9;5643.9;19318.1;948.9;3151.9;6973.1;3357;1
20;9;2376.3;6028.7;19943.1;1409.9;3290.9;6978.1;3357;1
21;9;2842;6460.4;21367.7;1409.9;3266.2;6980.1;2637;1
22;9;2240;6599.6;20709.4;1409.9;3260.7;6977.1;2687;1
23;9;1668.4;6410.1;19165.2;1409.9;3106.4;6971.1;2687;1
0;9;927.5;6167.9;18835.8;941.2;2989.5;6950.1;3877.9;1
1;9;886.4;5676.6;17497.4;791.2;2975.8;6954.1;3241.4;1
2;9;828.6;5364.4;16520.8;791.2;2993;6953.1;2873.8;0
3;9;887.6;4684.2;15475.1;636.2;2980.7;6955.1;2726.7;0
4;9;897.4;4191.8;14926.5;636.2;2982;6953.1;2526;0
5;9;901.6;3791.1;14657.3;636.2;2981.2;6959.1;2605.4;0
6;9;1005;3469.1;14566.3;636.2;2978;6960.1;2767.5;0
7;9;1032.9;3207.1;14470.6;636.2;2977.7;6976.1;2830.7;0
8;9;1076.7;2928;14731.4;636.2;2978.3;6976.1;2794.4;0
9;9;1182.3;2557.4;16010.3;636.2;3062.1;6970.1;3311.7;1
10;9;1267.7;2280.3;17609.4;356.9;3206.1;6961.1;3384.3;1
11;9;1312.3;2253.4;18764.8;357.1;3219.2;6955.1;3447;1
12;9;1312;2357.6;19488.5;353.6;3228.6;6961.1;3447;1
13;9;1619.9;2479.4;19881.3;384.1;3254.4;6956.1;3450.7;1
14;9;1708.6;2676.5;20124;377.3;3242.3;6956.1;3527.3;1
15;9;1567.5;2761.8;19846.3;364.7;3212.7;6953.1;3447;1
16;9;1186.9;2924.8;19664.3;412.4;3249.8;6949.1;3397;1
17;9;1229.2;3042.2;19206.8;416.7;3263;6945.1;3419.6;1
18;9;1195.9;3137.6;19202.2;457.5;3250.3;6950.1;3397;1
19;9;2089.5;3467;18390.7;453.1;3220.5;6957.1;3552;1
20;9;3250.1;3734.9;18232;765.3;3243.6;6965.1;3502;1
21;9;4027.9;3959.7;20054.3;765.3;3274;6965.1;3552;1
22;9;3791.7;4181.6;19758;765.3;3293.9;6962.1;3552;1
23;9;3323.3;4398.3;19201.3;593.9;3293.6;6956.1;3552;1
0;9;1841;3843.7;18897.9;1216.2;3138;6949.2;4892;1
1;9;1238.6;3686.8;18034.4;1216.2;3143.6;6953.2;4804.5;1
2;9;884.9;3456.9;17180.3;1216.2;3196.9;6952.2;4471.5;1
3;9;951.4;3230.8;16677.8;1216.2;3151.6;6953.2;4233.3;1
4;9;937.2;3046.5;16396.2;1216.2;3163.9;6951.2;4134.7;1
5;9;941.5;3014.6;16678.3;1216.2;3172.4;6958.2;4440;1
6;9;1511.1;3092.7;18145.5;1186.2;3235.3;6958.2;5145.5;1
7;9;2857;3352.1;19560.6;1251.2;3368.6;6974.2;5597;1
8;9;3951.7;3363.3;21220.2;1239.2;3499.6;6974.2;5672;1
9;9;4096.8;3013.5;23203.5;1239.2;3485.2;6968.2;5852;1
10;9;4405.2;2999.9;24178;1239.2;3466.9;6959.2;5937;1
11;9;4100.6;3144;25506.9;1239.2;3441.7;6954.2;5978;1
12;9;3991.6;3399.7;26344.1;1239.2;3445.3;6960.2;6017;1
13;9;3856.4;3846.7;26948.8;1239.2;3421.5;6955.2;6057;1
14;9;3670.9;4341.2;26789.8;1239.2;3444;6954.2;6117;1
15;9;3259.9;4875.5;26726.3;1239.2;3440;6952.2;6117;1
16;9;3098.9;5303.1;26689.4;1239.2;3439;6947.2;6117;1
17;9;2853;5885.2;26065.3;1239.2;3448.9;6943.2;5942;1
18;9;3774.4;6360.2;25286;1239.2;3461;6948.2;6117;1
19;9;3806.6;6605.6;24981.4;1239.2;3476.8;6955.2;6117;1
20;9;3988.8;6694.9;24423.8;1534.9;3476.1;6962.2;6027;1
21;9;3649.7;6659.5;25169.5;1691.3;3448.7;6963.2;6027;1
22;9;2576.1;6503;23856.2;1691.3;3454.3;6962.2;5845.7;1
23;9;1788.1;6217.8;22783.5;1691.3;3430.2;6956.2;5742;1
0;9;1297.9;6184.6;21820.2;1159.8;3328.8;6951.2;5912;1
1;9;905.5;5690.5;20501.8;1159.8;3301.4;6954.2;5854.5;1
2;9;848.5;5479.8;19642.5;1159.8;3304.6;6953.2;5325.5;1
3;9;913.9;5084.8;18948.5;1046.8;3313.7;6954.2;5050;1
4;9;928.9;4754.7;18475.7;1046.8;3313.3;6951.2;4904.7;1
5;9;924.2;4501;18598.6;1046.8;3303.7;6958.2;5313.2;1
6;9;1321.2;4249.4;19316.7;891.8;3319.1;6959.2;5854.5;1
7;9;3047.9;4189.5;20838.8;1004.8;3397.9;6974.2;6117;1
8;9;3505.5;3756.2;22311.9;1339.8;3508.1;6975.2;6117;1
9;9;3786.9;3391.6;23978;1339.8;3487.4;6969.2;6117;1
10;9;3691.9;2925.1;24867;1339.8;3470;6959.2;6117;1
11;9;3714.9;2729;25599;1339.8;3446.3;6955.2;6117;1
12;9;4139.3;2588;26369;1339.8;3452;6961.2;6117;1
13;9;4147.5;2713.4;27035.8;1339.8;3444.2;6958.2;6117;1
14;9;3459.5;3000.2;27093.3;1339.8;3441.1;6955.2;6117;1
15;9;3166.5;3473.9;26756.7;1339.8;3465.2;6952.2;6117;1
16;9;3139.5;3907.9;26533.4;1339.8;3460.4;6948.2;6117;1
17;9;3082.7;4399.5;26183.4;1339.8;3470.7;6944.2;6117;1
18;9;3339.9;4943.2;25090.6;1339.8;3479.3;6949.2;6117;1
19;9;4172.6;5568.5;25033.8;1339.8;3529.3;6957.2;6117;1
20;9;4226.9;5836.5;24310.8;1482.8;3565.8;6963.2;6117;1
21;9;3729;6071.1;25004.4;1467.8;3590.7;6965.2;6117;1
22;9;2875.8;5705.2;24028.9;1467.8;3556.3;6964.2;6117;1
23;9;2007.9;5525.1;22955.2;1467.8;3520.8;6958.2;6068.2;1
0;9;1605.3;5409.1;21486.7;1078.8;3373.4;6941;6059.8;1
1;9;1508.4;5036;20449;1077.8;3309.1;6945;5901.6;1
2;9;1195.4;4811.1;19530.5;1041.8;3339.7;6943;5707.9;1
3;9;1225.3;4328.2;18532;891.8;3231.6;6952;5502.9;1
4;9;1157.4;3991.4;18059.6;891.8;3231.5;6951;5447.9;1
5;9;1268.4;3746.8;18082.2;1004.8;3237.8;6952;5507.9;1
6;9;1961.5;3535.9;19287.9;1004.8;3358;6955;5950.3;1
7;9;3389.7;3283.2;20796.3;1004.8;3425.1;6954;6262;1
8;9;3832.4;3085.7;22216.4;1339.8;3489.8;6957;6452;1
9;9;3985.5;2762;23741;1339.8;3484.1;6956;6578;1
10;9;4016.8;2511.2;24717.3;1339.8;3473.3;6953;6627;1
11;9;4658.6;2469.6;25623.7;936.2;3456.3;6953;6717;1
12;9;4657.5;2465.4;26529.8;936.2;3445;6954;6807;1
13;9;4593.7;2578.1;27025.1;936.2;3445.4;6951;6952;1
14;9;4221.1;2752.1;27041.7;936.2;3439.4;6944;6952;1
15;9;3928.9;3086.7;26817.2;936.2;3472.7;6940;6952;1
16;9;3603.4;3461.1;26642.3;936.2;3469.5;6935;6952;1
17;9;3512.5;3879.5;26242.6;936.2;3484.4;6933;6952;1
18;9;4283.1;4247.9;24505.7;936.2;3510.5;6934;6952;1
19;9;4615.5;4485.4;24601.8;936.2;3519.1;6939;6952;1
20;9;4645.7;4475.7;23911.8;1079.2;3539.4;6941;6952;1
21;9;4450.2;4327.7;24744.4;909.2;3543.5;6947;6952;1
22;9;3607.6;4201.3;23861.8;909.2;3547.3;6946;6952;1
23;9;3000.6;4212.1;22604.5;909.2;3511.6;6949;6792;1
0;9;1882.8;4208.4;20858.7;788.2;3405.6;6940.3;6584.8;1
1;9;1242.8;4211.9;19655.7;787.2;3390.6;6943.3;6401.6;1
2;9;788.5;4202.4;18785.9;586.2;3384.6;6942.3;6327.9;1
3;9;944;4181.9;18224.1;436.2;3308.5;6950.3;5896.7;1
4;9;948.4;4166;17899.1;436.2;3371.9;6950.3;5683.2;1
5;9;972.3;4084.8;18047.3;436.2;3309.6;6950.3;5832.5;1
6;9;1705;4057.2;19161.3;601.2;3326.4;6952.3;6371.6;1
7;9;2882.6;4199.8;19979.9;909.2;3458.8;6891.3;6617;1
8;9;3707.3;4121.3;21289.7;1149.2;3524.4;6891.3;6617;1
9;9;3846.1;4127.3;22678.1;1149.2;3561.9;6890.3;6617;1
10;9;3327.8;4092.5;23759.2;1149.2;3540.2;6892.3;6617;1
11;9;3096;4163.5;24838.2;1079.2;3530;6890.3;6614.8;1
12;9;2705.3;4200.9;26312.6;936.2;3521.3;6890.3;6614.8;1
13;9;2654.6;4317.7;26787;936.2;3532.6;6887.3;6614.8;1
14;9;2180.4;4511.2;27027.4;936.2;3536.3;6944.3;6614.8;1
15;9;2098.3;4901.8;27271.7;936.2;3558.1;6938.3;6614.8;1
16;9;2036.7;5366.8;27218.6;936.2;3557.6;6933.3;6584.8;1
